	15948X1	15948X10	15948X2	15948X3	15948X4	15948X5	15948X6	15948X7	15948X8	15948X9
Acad12	3.863567898032597	3.211560663220043	5.362136572351016	6.139904793647108	4.006044965502732	2.897081156309215	5.366967139419743	5.573228055759846	4.430916037997852	2.1771415335846327
Alkbh5	9.24617651716136	8.324437239419519	8.844602344153408	11.652275302620428	9.72927596183032	7.705338129610548	11.708891406695939	15.41383371343505	12.350739766084398	13.127580541107202
Arrdc4	2.5598816922346574	4.603590170623333	2.0689761760358865	3.823761833230685	3.5832815518577448	1.5449772542268725	3.8741553023736737	9.489567774471121	8.073420255150076	5.6996628432524385
Wdr55	4.527886270946663	7.6986207127591015	6.200112876714499	7.598097090072763	4.801562850869704	5.250918679050875	6.6358751271825565	9.496016126629167	6.876811024098588	5.728120085160792
Immp1l	9.071720356460203	9.286558126387606	13.587360122902338	13.36703655804661	13.721767691186987	10.624751955115167	10.790546982641358	15.154777684637823	11.311892496039917	12.731954826169726
Ypel3	13.169579559077984	10.074950349569514	10.290798483273432	11.406019465189955	14.212591612599411	9.80634088434152	9.697276381827944	8.148319726361986	9.474249447669722	12.79950948514787
Garem1	5.607569982959151	5.783361271526924	7.495773716977809	6.211931831111685	8.331248391137988	5.059863158738758	4.823426265180241	7.868252845454901	8.895545166964208	6.26779292908578
Selenok	7.545904734022663	8.14215429581402	5.252585524381928	12.909833407814727	9.265471103168117	4.2491478118337405	10.126484905443961	15.796771720246413	11.036462455697041	13.755377550020341
Jph1	9.700473564460298	7.4265638672664664	8.40024118051584	8.623122898773007	10.29939011371206	7.7554067201157615	10.851034734007397	6.008028989761924	4.7219894049548525	4.885359449355544
Mapk6	7.7415187965823105	8.968725854052234	6.70599924669331	10.027976839347682	8.79952696363347	7.377275834869083	8.793782324249747	10.255330648441976	11.106895108059616	8.618376225954075
Stn1	5.352791436774479	4.81312439525679	4.424617725859877	6.136522289897934	5.351965752535663	4.956026432986805	5.228212717893579	6.4670651164832895	5.865824918931444	4.448622668101727
Dhx9	16.241883678796043	20.043701825204124	15.222244200997707	17.46451308922557	15.012403068421094	15.86229084075976	15.722122192687076	16.71042469118909	19.46275759333169	15.759968830685484
Sipa1l1	2.4336793690021516	2.771867500177709	2.0265808435587864	2.8629949305830737	1.5410925121878407	1.3018995791096195	2.428749913952026	3.142763407177428	3.5022367795352323	3.1107174567296676
Commd10	3.39595665449665	3.1268630396580606	2.3953902731112584	2.870109110864966	3.4407052555029525	2.12410753766006	2.815541799492663	4.1494828583302965	4.628627608729696	3.5285655619039136
